scene_id,scene_category,scene_name,lab_environment,camera,lighting,product_hero,product_form_detail,compound_id,compound_name,canonical_url,scene_brief,caption_lock,status,rotation_order,last_used_date
PEN-015,pen_3ml_scene,3mL pen scene 15 — GHK-Cu,bioreactor gallery with cylindrical vessels and control panels,elevated three-quarter wide shot of the whole bay,"high-key sterile white lighting, minimal shadows","one 3mL pre-filled research dosage pen of GHK-Cu visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-GHK-001,GHK-Cu,https://www.palmbeach-vitality.store/products/ghk-cu-pen,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: bioreactor gallery with cylindrical vessels and control panels. Camera: elevated three-quarter wide shot of the whole bay. Lighting: high-key sterile white lighting, minimal shadows. Hero product: 3mL pre-filled research dosage pen labeled GHK-Cu (P-GHK-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about GHK-Cu pen (P-GHK-001) and https://www.palmbeach-vitality.store/products/ghk-cu-pen.,Active,115,
PEN-016,pen_3ml_scene,3mL pen scene 16 — 5-Amino-1MQ,clean packaging prep room with acrylic risers and catalog lighting,dolly-style wide hallway perspective into the lab,low-key dramatic instrument LEDs with controlled haze,"one 3mL pre-filled research dosage pen of 5-Amino-1MQ visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-5AM-001,5-Amino-1MQ,https://www.palmbeach-vitality.store/products/5-amino-mq-pen,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: clean packaging prep room with acrylic risers and catalog lighting. Camera: dolly-style wide hallway perspective into the lab. Lighting: low-key dramatic instrument LEDs with controlled haze. Hero product: 3mL pre-filled research dosage pen labeled 5-Amino-1MQ (P-5AM-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about 5-Amino-1MQ pen (P-5AM-001) and https://www.palmbeach-vitality.store/products/5-amino-mq-pen.,Active,116,
PEN-017,pen_3ml_scene,3mL pen scene 17 — BPC-157 / TB-500 / GHK-Cu,midnight-shift lab with low ambient light and instrument standby LEDs,architectural wide shot showing ceiling utilities and floor plane,daylight through clerestory windows plus fill cards,"one 3mL pre-filled research dosage pen of BPC-157 / TB-500 / GHK-Cu visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-GLO-001,BPC-157 / TB-500 / GHK-Cu,https://www.palmbeach-vitality.store/products/glow-pen,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: midnight-shift lab with low ambient light and instrument standby LEDs. Camera: architectural wide shot showing ceiling utilities and floor plane. Lighting: daylight through clerestory windows plus fill cards. Hero product: 3mL pre-filled research dosage pen labeled BPC-157 / TB-500 / GHK-Cu (P-GLO-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about BPC-157 / TB-500 / GHK-Cu pen (P-GLO-001) and https://www.palmbeach-vitality.store/products/glow-pen.,Active,117,
PEN-018,pen_3ml_scene,3mL pen scene 18 — SS-31,mezzanine utility corridor above the main synthesis floor,medium-wide environmental shot with product as a small mid-ground element,cool cyan-blue biotech rim with soft overhead panels,"one 3mL pre-filled research dosage pen of SS-31 visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-SS3-001,SS-31,https://www.palmbeach-vitality.store/products/ss-31-pen,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: mezzanine utility corridor above the main synthesis floor. Camera: medium-wide environmental shot with product as a small mid-ground element. Lighting: cool cyan-blue biotech rim with soft overhead panels. Hero product: 3mL pre-filled research dosage pen labeled SS-31 (P-SS3-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about SS-31 pen (P-SS3-001) and https://www.palmbeach-vitality.store/products/ss-31-pen.,Active,118,
PEN-019,pen_3ml_scene,3mL pen scene 19 — KPV,glassware wash-adjacent prep lab with drying racks in perspective,"wide establishing shot, 24mm equivalent, deep focus",warm-neutral catalog softboxes with clean speculars,"one 3mL pre-filled research dosage pen of KPV visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-KPV-001,KPV,https://www.palmbeach-vitality.store/products/kpv,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: glassware wash-adjacent prep lab with drying racks in perspective. Camera: wide establishing shot, 24mm equivalent, deep focus. Lighting: warm-neutral catalog softboxes with clean speculars. Hero product: 3mL pre-filled research dosage pen labeled KPV (P-KPV-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about KPV pen (P-KPV-001) and https://www.palmbeach-vitality.store/products/kpv.,Active,119,
PEN-020,pen_3ml_scene,3mL pen scene 20 — Semaglutide,calibration lab with metrology benches and precision fixtures,elevated three-quarter wide shot of the whole bay,"high-key sterile white lighting, minimal shadows","one 3mL pre-filled research dosage pen of Semaglutide visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-SEM-001,Semaglutide,https://www.palmbeach-vitality.store/products/semaglutide-1-5mg-pen,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: calibration lab with metrology benches and precision fixtures. Camera: elevated three-quarter wide shot of the whole bay. Lighting: high-key sterile white lighting, minimal shadows. Hero product: 3mL pre-filled research dosage pen labeled Semaglutide (P-SEM-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Semaglutide pen (P-SEM-001) and https://www.palmbeach-vitality.store/products/semaglutide-1-5mg-pen.,Active,120,
PEN-021,pen_3ml_scene,3mL pen scene 21 — Tirzepatide,data-center-adjacent lab control room with wall displays (no faces),dolly-style wide hallway perspective into the lab,low-key dramatic instrument LEDs with controlled haze,"one 3mL pre-filled research dosage pen of Tirzepatide visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-TIR-001,Tirzepatide,https://www.palmbeach-vitality.store/products/tirzepatide-10mg-pen,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: data-center-adjacent lab control room with wall displays (no faces). Camera: dolly-style wide hallway perspective into the lab. Lighting: low-key dramatic instrument LEDs with controlled haze. Hero product: 3mL pre-filled research dosage pen labeled Tirzepatide (P-TIR-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Tirzepatide pen (P-TIR-001) and https://www.palmbeach-vitality.store/products/tirzepatide-10mg-pen.,Active,121,
PEN-022,pen_3ml_scene,3mL pen scene 22 — Retatrutide,modular containerized lab pods arranged in a warehouse-scale bay,architectural wide shot showing ceiling utilities and floor plane,daylight through clerestory windows plus fill cards,"one 3mL pre-filled research dosage pen of Retatrutide visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-RET-001,Retatrutide,https://www.palmbeach-vitality.store/products/retatrutride-8mg-pen,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: modular containerized lab pods arranged in a warehouse-scale bay. Camera: architectural wide shot showing ceiling utilities and floor plane. Lighting: daylight through clerestory windows plus fill cards. Hero product: 3mL pre-filled research dosage pen labeled Retatrutide (P-RET-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Retatrutide pen (P-RET-001) and https://www.palmbeach-vitality.store/products/retatrutride-8mg-pen.,Active,122,
PEN-023,pen_3ml_scene,3mL pen scene 23 — KPV / BPC-157 / TB-500 / GHK-Cu,white high-key research catalog set built as a full laboratory stage,medium-wide environmental shot with product as a small mid-ground element,cool cyan-blue biotech rim with soft overhead panels,"one 3mL pre-filled research dosage pen of KPV / BPC-157 / TB-500 / GHK-Cu visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-KLO-001,KPV / BPC-157 / TB-500 / GHK-Cu,https://www.palmbeach-vitality.store/products/klow-pen,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: white high-key research catalog set built as a full laboratory stage. Camera: medium-wide environmental shot with product as a small mid-ground element. Lighting: cool cyan-blue biotech rim with soft overhead panels. Hero product: 3mL pre-filled research dosage pen labeled KPV / BPC-157 / TB-500 / GHK-Cu (P-KLO-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about KPV / BPC-157 / TB-500 / GHK-Cu pen (P-KLO-001) and https://www.palmbeach-vitality.store/products/klow-pen.,Active,123,
PEN-024,pen_3ml_scene,3mL pen scene 24 — MOTS-C,bronze-and-glass premium lab lobby transitioning into research floors,"wide establishing shot, 24mm equivalent, deep focus",warm-neutral catalog softboxes with clean speculars,"one 3mL pre-filled research dosage pen of MOTS-C visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-MOT-001,MOTS-C,https://www.palmbeach-vitality.store/products/mots-c,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: bronze-and-glass premium lab lobby transitioning into research floors. Camera: wide establishing shot, 24mm equivalent, deep focus. Lighting: warm-neutral catalog softboxes with clean speculars. Hero product: 3mL pre-filled research dosage pen labeled MOTS-C (P-MOT-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about MOTS-C pen (P-MOT-001) and https://www.palmbeach-vitality.store/products/mots-c.,Active,124,
PEN-025,pen_3ml_scene,3mL pen scene 25 — NAD+,underground secure research vault with secure lab doors and airlocks,elevated three-quarter wide shot of the whole bay,"high-key sterile white lighting, minimal shadows","one 3mL pre-filled research dosage pen of NAD+ visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-NAD-001,NAD+,https://www.palmbeach-vitality.store/products/nad-pen-500mg,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: underground secure research vault with secure lab doors and airlocks. Camera: elevated three-quarter wide shot of the whole bay. Lighting: high-key sterile white lighting, minimal shadows. Hero product: 3mL pre-filled research dosage pen labeled NAD+ (P-NAD-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about NAD+ pen (P-NAD-001) and https://www.palmbeach-vitality.store/products/nad-pen-500mg.,Active,125,
PEN-026,pen_3ml_scene,3mL pen scene 26 — PT-141,rooftop mechanical penthouse lab with HVAC and exhaust stacks visible,dolly-style wide hallway perspective into the lab,low-key dramatic instrument LEDs with controlled haze,"one 3mL pre-filled research dosage pen of PT-141 visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-PT1-001,PT-141,https://www.palmbeach-vitality.store/products/pt-141-pen,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: rooftop mechanical penthouse lab with HVAC and exhaust stacks visible. Camera: dolly-style wide hallway perspective into the lab. Lighting: low-key dramatic instrument LEDs with controlled haze. Hero product: 3mL pre-filled research dosage pen labeled PT-141 (P-PT1-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about PT-141 pen (P-PT1-001) and https://www.palmbeach-vitality.store/products/pt-141-pen.,Active,126,
PEN-027,pen_3ml_scene,3mL pen scene 27 — Semax,coastal American research campus lab with daylight through clerestory windows,architectural wide shot showing ceiling utilities and floor plane,daylight through clerestory windows plus fill cards,"one 3mL pre-filled research dosage pen of Semax visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-SMX-001,Semax,https://www.palmbeach-vitality.store/products/semax-pen,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: coastal American research campus lab with daylight through clerestory windows. Camera: architectural wide shot showing ceiling utilities and floor plane. Lighting: daylight through clerestory windows plus fill cards. Hero product: 3mL pre-filled research dosage pen labeled Semax (P-SMX-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Semax pen (P-SMX-001) and https://www.palmbeach-vitality.store/products/semax-pen.,Active,127,
PEN-028,pen_3ml_scene,3mL pen scene 28 — Selank,blackout photography lab stage dressed as a complete peptide research floor,medium-wide environmental shot with product as a small mid-ground element,cool cyan-blue biotech rim with soft overhead panels,"one 3mL pre-filled research dosage pen of Selank visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-SEL-001,Selank,https://www.palmbeach-vitality.store/products/selank-pen,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: blackout photography lab stage dressed as a complete peptide research floor. Camera: medium-wide environmental shot with product as a small mid-ground element. Lighting: cool cyan-blue biotech rim with soft overhead panels. Hero product: 3mL pre-filled research dosage pen labeled Selank (P-SEL-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Selank pen (P-SEL-001) and https://www.palmbeach-vitality.store/products/selank-pen.,Active,128,
PEN-029,pen_3ml_scene,3mL pen scene 29 — Sermorelin,hex-grid raised floor tech lab with cable management under glass tiles,"wide establishing shot, 24mm equivalent, deep focus",warm-neutral catalog softboxes with clean speculars,"one 3mL pre-filled research dosage pen of Sermorelin visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-SER-001,Sermorelin,https://www.palmbeach-vitality.store/products/sermorelin-pen,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: hex-grid raised floor tech lab with cable management under glass tiles. Camera: wide establishing shot, 24mm equivalent, deep focus. Lighting: warm-neutral catalog softboxes with clean speculars. Hero product: 3mL pre-filled research dosage pen labeled Sermorelin (P-SER-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Sermorelin pen (P-SER-001) and https://www.palmbeach-vitality.store/products/sermorelin-pen.,Active,129,
PEN-030,pen_3ml_scene,3mL pen scene 30 — Thymosin Alpha-1,double-height synthesis cathedral with hanging reactor scaffolds,elevated three-quarter wide shot of the whole bay,"high-key sterile white lighting, minimal shadows","one 3mL pre-filled research dosage pen of Thymosin Alpha-1 visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-TA1-001,Thymosin Alpha-1,https://www.palmbeach-vitality.store/products/ta-2,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: double-height synthesis cathedral with hanging reactor scaffolds. Camera: elevated three-quarter wide shot of the whole bay. Lighting: high-key sterile white lighting, minimal shadows. Hero product: 3mL pre-filled research dosage pen labeled Thymosin Alpha-1 (P-TA1-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Thymosin Alpha-1 pen (P-TA1-001) and https://www.palmbeach-vitality.store/products/ta-2.,Active,130,
PEN-031,pen_3ml_scene,3mL pen scene 31 — Tesamorelin,narrow instrument canyon between two rows of tall analyzers,dolly-style wide hallway perspective into the lab,low-key dramatic instrument LEDs with controlled haze,"one 3mL pre-filled research dosage pen of Tesamorelin visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-TES-001,Tesamorelin,https://www.palmbeach-vitality.store/products/tesamorelin-30mg-pen,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: narrow instrument canyon between two rows of tall analyzers. Camera: dolly-style wide hallway perspective into the lab. Lighting: low-key dramatic instrument LEDs with controlled haze. Hero product: 3mL pre-filled research dosage pen labeled Tesamorelin (P-TES-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Tesamorelin pen (P-TES-001) and https://www.palmbeach-vitality.store/products/tesamorelin-30mg-pen.,Active,131,
PEN-032,pen_3ml_scene,3mL pen scene 32 — Tesamorelin/Ipamorelin,circular collaboration lab (empty) with ring benches and center island,architectural wide shot showing ceiling utilities and floor plane,daylight through clerestory windows plus fill cards,"one 3mL pre-filled research dosage pen of Tesamorelin/Ipamorelin visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-TEI-001,Tesamorelin/Ipamorelin,https://www.palmbeach-vitality.store/products/tesamorelin-ipamorelin-pen,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: circular collaboration lab (empty) with ring benches and center island. Camera: architectural wide shot showing ceiling utilities and floor plane. Lighting: daylight through clerestory windows plus fill cards. Hero product: 3mL pre-filled research dosage pen labeled Tesamorelin/Ipamorelin (P-TEI-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Tesamorelin/Ipamorelin pen (P-TEI-001) and https://www.palmbeach-vitality.store/products/tesamorelin-ipamorelin-pen.,Active,132,
PEN-033,pen_3ml_scene,3mL pen scene 33 — BPC-157,archive / reference standard vault with labeled drawers and cold cases,medium-wide environmental shot with product as a small mid-ground element,cool cyan-blue biotech rim with soft overhead panels,"one 3mL pre-filled research dosage pen of BPC-157 visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-BPC-001,BPC-157,https://www.palmbeach-vitality.store/products/bpc-157-pen,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: archive / reference standard vault with labeled drawers and cold cases. Camera: medium-wide environmental shot with product as a small mid-ground element. Lighting: cool cyan-blue biotech rim with soft overhead panels. Hero product: 3mL pre-filled research dosage pen labeled BPC-157 (P-BPC-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about BPC-157 pen (P-BPC-001) and https://www.palmbeach-vitality.store/products/bpc-157-pen.,Active,133,
PEN-034,pen_3ml_scene,3mL pen scene 34 — BPC-157 / TB-500,training cleanroom mockup with full gowning anteroom (no people),"wide establishing shot, 24mm equivalent, deep focus",warm-neutral catalog softboxes with clean speculars,"one 3mL pre-filled research dosage pen of BPC-157 / TB-500 visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-WOL-001,BPC-157 / TB-500,https://www.palmbeach-vitality.store/products/wolverine-pen,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: training cleanroom mockup with full gowning anteroom (no people). Camera: wide establishing shot, 24mm equivalent, deep focus. Lighting: warm-neutral catalog softboxes with clean speculars. Hero product: 3mL pre-filled research dosage pen labeled BPC-157 / TB-500 (P-WOL-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about BPC-157 / TB-500 pen (P-WOL-001) and https://www.palmbeach-vitality.store/products/wolverine-pen.,Active,134,
PEN-035,pen_3ml_scene,3mL pen scene 35 — CJC (no DAC)/Ipamorelin,pilot-scale manufacturing cell with skid systems and utility umbilicals,elevated three-quarter wide shot of the whole bay,"high-key sterile white lighting, minimal shadows","one 3mL pre-filled research dosage pen of CJC (no DAC)/Ipamorelin visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-CII-001,CJC (no DAC)/Ipamorelin,https://www.palmbeach-vitality.store/products/cjc-ipamorelin-1,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: pilot-scale manufacturing cell with skid systems and utility umbilicals. Camera: elevated three-quarter wide shot of the whole bay. Lighting: high-key sterile white lighting, minimal shadows. Hero product: 3mL pre-filled research dosage pen labeled CJC (no DAC)/Ipamorelin (P-CII-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about CJC (no DAC)/Ipamorelin pen (P-CII-001) and https://www.palmbeach-vitality.store/products/cjc-ipamorelin-1.,Active,135,
PEN-036,pen_3ml_scene,3mL pen scene 36 — DSIP,fluorescence-ready dark lab with UV-safe surfaces and instrument towers,dolly-style wide hallway perspective into the lab,low-key dramatic instrument LEDs with controlled haze,"one 3mL pre-filled research dosage pen of DSIP visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-DSI-001,DSIP,https://www.palmbeach-vitality.store/products/dsip-pen,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: fluorescence-ready dark lab with UV-safe surfaces and instrument towers. Camera: dolly-style wide hallway perspective into the lab. Lighting: low-key dramatic instrument LEDs with controlled haze. Hero product: 3mL pre-filled research dosage pen labeled DSIP (P-DSI-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about DSIP pen (P-DSI-001) and https://www.palmbeach-vitality.store/products/dsip-pen.,Active,136,
PEN-037,pen_3ml_scene,3mL pen scene 37 — GHK-Cu,cross-shaped lab intersection of four research corridors,architectural wide shot showing ceiling utilities and floor plane,daylight through clerestory windows plus fill cards,"one 3mL pre-filled research dosage pen of GHK-Cu visible in mid-ground on a bench/riser INSIDE the full lab (not a macro, not filling the frame)",3mL pre-filled research dosage pen,P-GHK-001,GHK-Cu,https://www.palmbeach-vitality.store/products/ghk-cu-pen,"FULL LAB + 3mL DOSAGE PEN SCENE (wide/environmental). Environment: cross-shaped lab intersection of four research corridors. Camera: architectural wide shot showing ceiling utilities and floor plane. Lighting: daylight through clerestory windows plus fill cards. Hero product: 3mL pre-filled research dosage pen labeled GHK-Cu (P-GHK-001). Pen is a mid-ground element within a complete laboratory scene — never an extreme close-up, never isolated product packshot. Show full lab architecture, instruments, and benches around it. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about GHK-Cu pen (P-GHK-001) and https://www.palmbeach-vitality.store/products/ghk-cu-pen.,Active,137,
