"creation_id","rank","category","material_detail","compound_id","compound_name","canonical_url","caption_lock","shot_family","camera_angle","camera_direction","framing","scene_brief","quality_var_count","quality_suffix","aspect_ratio","duration_seconds","resolution","model_still","model_video","still_resolution","video_prompt","video_motion_prompt","status","times_used","last_used_at","reel_still_url","video_url","surface","lighting","camera_move","color_grade","hero_style","source_id","vibe","theme","workflow"
"ENV-183","664","set_environment","natural outdoor environment - no vial or pen props","V-SER-001","Sermorelin","https://www.palmbeach-vitality.store/products/sermorelin","Captions MUST be only about Sermorelin (V-SER-001) and https://www.palmbeach-vitality.store/products/sermorelin.","environment_landscape","slightly elevated","front","9:16 vertical environmental framing, product mid-ground when present, slightly elevated front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A wide cinematic landscape of snowfield under clear cold light in early morning light as mist lifts and reveals deeper layers of the landscape. No people. Environment-led only. Product lock via caption/typography only - no vial or pen props in frame. Vibe: Clean. Theme: Mountains. Product lock: Sermorelin (V-SER-001). Material: natural outdoor environment. Keep a full environmental scene - not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters.","1","clean","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: Sermorelin. Category: set_environment. Source motion intent: A wide cinematic landscape of snowfield under clear cold light in early morning light as mist lifts and reveals deeper layers of the landscape. Hero style: environment-led landscape with Sermorelin locked via typography only and no product props. Lighting: early morning natural light with low soft sun. Grade: cool blue-hour grade with deep atmosphere. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters. Camera move: hold with breath.","hold with breath; emphasize environmental motion from source brief; no product props; no new text; no people","Active","0","","","","snowfield under clear cold light in early morning light","early morning natural light with low soft sun","hold with breath","cool blue-hour grade with deep atmosphere","environment-led landscape; Sermorelin locked via typography only; no vial or pen props","ENV-183","Clean","Mountains","vid_gen_landscape_scenes"
"LI-436","665","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-SEM-001","Semaglutide","https://www.palmbeach-vitality.store/products/semaglutide","Captions MUST be only about Semaglutide (V-SEM-001) and https://www.palmbeach-vitality.store/products/semaglutide.","vial_landscape","slightly low","front","9:16 vertical product-focused framing, slightly low front, hero mid-ground, full scene depth not extreme macro","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A frosted glass bottle of cellular support next to a torn leaf that stitches itself back together fiber by fiber, appearing to crack open like ice, revealing brighter liquid within. Subtle particle systems (dust, pollen, mist) interact gracefully with the vial. Vibe: Dramatic. Theme: Recovery & Healing. Product lock: Semaglutide (V-SEM-001). Material: 10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap). Keep a full environmental scene — not an isolated void packshot. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","dramatic","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: Semaglutide. Category: vial_10ml. Source motion intent: A frosted glass bottle of cellular support next to a torn leaf that stitches itself back together fiber by fiber, appearing to crack open like ice, revealing brighter liquid within. Subtle particle systems (dust, pollen, mist) interact gracefully with the vial. Hero style: 10mL sterile crimp-seal vial of Semaglutide mid-ground; never black twist/screw cap; not extreme macro. Lighting: dramatic keyed light with controlled haze and strong speculars. Grade: high-contrast cinematic grade, deep shadows, specular highlights. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: subtle drift left.","subtle drift left; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A frosted glass bottle of cellular support next to a torn leaf that stitches itself back together fiber by fiber","dramatic keyed light with controlled haze and strong speculars","subtle drift left","high-contrast cinematic grade, deep shadows, specular highlights","10mL sterile crimp-seal vial of Semaglutide mid-ground; never black twist/screw cap; not extreme macro","436","Dramatic","Recovery & Healing","vid_gen_landscape_scenes"
"ENV-184","666","set_environment","natural outdoor environment - no vial or pen props","V-SS3-001","SS-31","https://www.palmbeach-vitality.store/products/ss-31","Captions MUST be only about SS-31 (V-SS3-001) and https://www.palmbeach-vitality.store/products/ss-31.","environment_landscape","three-quarter","front","9:16 vertical environmental framing, product mid-ground when present, three-quarter front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A wide cinematic landscape of foggy valley with tree silhouettes in early morning light as leaves and branches breathe with a soft breeze. No people. Environment-led only. Product lock via caption/typography only - no vial or pen props in frame. Vibe: Atmospheric. Theme: Nature Escape. Product lock: SS-31 (V-SS3-001). Material: natural outdoor environment. Keep a full environmental scene - not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters.","1","atmospheric","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: SS-31. Category: set_environment. Source motion intent: A wide cinematic landscape of foggy valley with tree silhouettes in early morning light as leaves and branches breathe with a soft breeze. Hero style: environment-led landscape with SS-31 locked via typography only and no product props. Lighting: early morning natural light with low soft sun. Grade: soft natural grade with gentle contrast. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters. Camera move: hold with breath.","hold with breath; emphasize environmental motion from source brief; no product props; no new text; no people","Active","0","","","","foggy valley with tree silhouettes in early morning light","early morning natural light with low soft sun","hold with breath","soft natural grade with gentle contrast","environment-led landscape; SS-31 locked via typography only; no vial or pen props","ENV-184","Atmospheric","Nature Escape","vid_gen_landscape_scenes"
"LI-468","667","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-AOD-001","AOD-9604","https://www.palmbeach-vitality.store/products/aod-9604","Captions MUST be only about AOD-9604 (V-AOD-001) and https://www.palmbeach-vitality.store/products/aod-9604.","vial_landscape","over-shoulder product","front","9:16 vertical product-focused framing, over-shoulder product front, hero mid-ground, full scene depth not extreme macro","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A high-clarity research-grade vial standing in soft white sand with moving palm-frond shadows, while the background subtly accelerates in time-lapse around the still product. A gentle breeze moves surrounding elements without disturbing the product. Vibe: Cool. Theme: Beach & Ocean. Product lock: AOD-9604 (V-AOD-001). Material: 10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap). Keep a full environmental scene — not an isolated void packshot. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","cool","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: AOD-9604. Category: vial_10ml. Source motion intent: A high-clarity research-grade vial standing in soft white sand with moving palm-frond shadows, while the background subtly accelerates in time-lapse around the still product. A gentle breeze moves surrounding elements without disturbing the product. Hero style: 10mL sterile crimp-seal vial of AOD-9604 mid-ground; never black twist/screw cap; not extreme macro. Lighting: cool soft key + clean rim light. Grade: cool teal-silver grade, clean sterile highlights. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: hold with breath.","hold with breath; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A high-clarity research-grade vial standing in soft white sand with moving palm-frond shadows","cool soft key + clean rim light","hold with breath","cool teal-silver grade, clean sterile highlights","10mL sterile crimp-seal vial of AOD-9604 mid-ground; never black twist/screw cap; not extreme macro","468","Cool","Beach & Ocean","vid_gen_landscape_scenes"
"ENV-194","668","set_environment","natural outdoor environment - no vial or pen props","V-TA1-001","Thymosin Alpha-1","https://www.palmbeach-vitality.store/products/ta-1","Captions MUST be only about Thymosin Alpha-1 (V-TA1-001) and https://www.palmbeach-vitality.store/products/ta-1.","environment_landscape","top-down 3/4","front","9:16 vertical environmental framing, product mid-ground when present, top-down 3/4 front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A wide cinematic landscape of waterfall overlook with rising mist at golden hour as leaves and branches breathe with a soft breeze. No people. Environment-led only. Product lock via caption/typography only - no vial or pen props in frame. Vibe: Powerful. Theme: Lakes & Water. Product lock: Thymosin Alpha-1 (V-TA1-001). Material: natural outdoor environment. Keep a full environmental scene - not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters.","1","powerful","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: Thymosin Alpha-1. Category: set_environment. Source motion intent: A wide cinematic landscape of waterfall overlook with rising mist at golden hour as leaves and branches breathe with a soft breeze. Hero style: environment-led landscape with Thymosin Alpha-1 locked via typography only and no product props. Lighting: golden hour warm keyed natural light. Grade: warm golden grade with soft highlights. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters. Camera move: hold with breath.","hold with breath; emphasize environmental motion from source brief; no product props; no new text; no people","Active","0","","","","waterfall overlook with rising mist at golden hour","golden hour warm keyed natural light","hold with breath","warm golden grade with soft highlights","environment-led landscape; Thymosin Alpha-1 locked via typography only; no vial or pen props","ENV-194","Powerful","Lakes & Water","vid_gen_landscape_scenes"
"LI-455","669","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-BPC-001","BPC-157","https://www.palmbeach-vitality.store/products/bpc-157","Captions MUST be only about BPC-157 (V-BPC-001) and https://www.palmbeach-vitality.store/products/bpc-157.","vial_landscape","worm-level product rise","front","9:16 vertical product-focused framing, worm-level product rise front, hero mid-ground, full scene depth not extreme macro","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A pure white ceramic-capped vial on a mirror surface that reflects infinite versions of itself, slowly rotating on its axis with liquid inside catching light. The scene has a quiet, almost sacred stillness interrupted only by intentional motion. Vibe: Dramatic. Theme: Stacks & Synergy. Product lock: BPC-157 (V-BPC-001). Material: 10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap). Keep a full environmental scene — not an isolated void packshot. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","dramatic","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: BPC-157. Category: vial_10ml. Source motion intent: A pure white ceramic-capped vial on a mirror surface that reflects infinite versions of itself, slowly rotating on its axis with liquid inside catching light. The scene has a quiet, almost sacred stillness interrupted only by intentional motion. Hero style: 10mL sterile crimp-seal vial of BPC-157 mid-ground; never black twist/screw cap; not extreme macro. Lighting: dramatic keyed light with controlled haze and strong speculars. Grade: high-contrast cinematic grade, deep shadows, specular highlights. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: subtle drift left.","subtle drift left; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A pure white ceramic-capped vial on a mirror surface that reflects infinite versions of itself","dramatic keyed light with controlled haze and strong speculars","subtle drift left","high-contrast cinematic grade, deep shadows, specular highlights","10mL sterile crimp-seal vial of BPC-157 mid-ground; never black twist/screw cap; not extreme macro","455","Dramatic","Stacks & Synergy","vid_gen_landscape_scenes"
"ENV-185","670","set_environment","natural outdoor environment - no vial or pen props","V-TB5-001","TB-500","https://www.palmbeach-vitality.store/products/tb-500","Captions MUST be only about TB-500 (V-TB5-001) and https://www.palmbeach-vitality.store/products/tb-500.","environment_landscape","table-height hero","front","9:16 vertical environmental framing, product mid-ground when present, table-height hero front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A wide cinematic landscape of countryside lane between hedgerows in early morning light as reflections shimmer and the horizon stays steady. No people. Environment-led only. Product lock via caption/typography only - no vial or pen props in frame. Vibe: Pastoral. Theme: Open Land. Product lock: TB-500 (V-TB5-001). Material: natural outdoor environment. Keep a full environmental scene - not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters.","1","pastoral","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: TB-500. Category: set_environment. Source motion intent: A wide cinematic landscape of countryside lane between hedgerows in early morning light as reflections shimmer and the horizon stays steady. Hero style: environment-led landscape with TB-500 locked via typography only and no product props. Lighting: early morning natural light with low soft sun. Grade: clean natural cinematic grade with balanced contrast. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters. Camera move: hold with breath.","hold with breath; emphasize environmental motion from source brief; no product props; no new text; no people","Active","0","","","","countryside lane between hedgerows in early morning light","early morning natural light with low soft sun","hold with breath","clean natural cinematic grade with balanced contrast","environment-led landscape; TB-500 locked via typography only; no vial or pen props","ENV-185","Pastoral","Open Land","vid_gen_landscape_scenes"
"LI-461","671","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-CAG-001","Cagrilinitide","https://www.palmbeach-vitality.store/products/cargrilinitide","Captions MUST be only about Cagrilinitide (V-CAG-001) and https://www.palmbeach-vitality.store/products/cargrilinitide.","vial_landscape","rim-light side angle","front","9:16 vertical product-focused framing, rim-light side angle front, hero mid-ground, full scene depth not extreme macro","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A pure white ceramic-capped vial on wet Palm Beach sand as a gentle wave washes over and retreats, as it 'hides' behind a large leaf that keeps falling away to reveal it again. The environment feels charged, as if responding to the product's presence. Vibe: Fun. Theme: Beach & Ocean. Product lock: Cagrilinitide (V-CAG-001). Material: 10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap). Keep a full environmental scene — not an isolated void packshot. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","fun","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: Cagrilinitide. Category: vial_10ml. Source motion intent: A pure white ceramic-capped vial on wet Palm Beach sand as a gentle wave washes over and retreats, as it 'hides' behind a large leaf that keeps falling away to reveal it again. The environment feels charged, as if responding to the product's presence. Hero style: 10mL sterile crimp-seal vial of Cagrilinitide mid-ground; never black twist/screw cap; not extreme macro. Lighting: bright soft key, cheerful clean fill. Grade: bright clean grade, vivid but controlled accents. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: hold with breath.","hold with breath; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A pure white ceramic-capped vial on wet Palm Beach sand as a gentle wave washes over and retreats","bright soft key, cheerful clean fill","hold with breath","bright clean grade, vivid but controlled accents","10mL sterile crimp-seal vial of Cagrilinitide mid-ground; never black twist/screw cap; not extreme macro","461","Fun","Beach & Ocean","vid_gen_landscape_scenes"
"ENV-186","672","set_environment","natural outdoor environment - no vial or pen props","V-TES-001","Tesamorelin","https://www.palmbeach-vitality.store/products/tesamorelin","Captions MUST be only about Tesamorelin (V-TES-001) and https://www.palmbeach-vitality.store/products/tesamorelin.","environment_landscape","macro-adjacent mid","front","9:16 vertical environmental framing, product mid-ground when present, macro-adjacent mid front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A wide cinematic landscape of stone bridge over a quiet stream under soft overcast light as wind gently moves grass and ripples the water surface. No people. Environment-led only. Product lock via caption/typography only - no vial or pen props in frame. Vibe: Quiet. Theme: Lakes & Water. Product lock: Tesamorelin (V-TES-001). Material: natural outdoor environment. Keep a full environmental scene - not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters.","1","quiet","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: Tesamorelin. Category: set_environment. Source motion intent: A wide cinematic landscape of stone bridge over a quiet stream under soft overcast light as wind gently moves grass and ripples the water surface. Hero style: environment-led landscape with Tesamorelin locked via typography only and no product props. Lighting: soft overcast diffused daylight. Grade: warm golden grade with soft highlights. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters. Camera move: hold with breath.","hold with breath; emphasize environmental motion from source brief; no product props; no new text; no people","Active","0","","","","stone bridge over a quiet stream under soft overcast light","soft overcast diffused daylight","hold with breath","warm golden grade with soft highlights","environment-led landscape; Tesamorelin locked via typography only; no vial or pen props","ENV-186","Quiet","Lakes & Water","vid_gen_landscape_scenes"
"LI-463","673","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-CII-001","CJC (no DAC)/Ipamorelin","https://www.palmbeach-vitality.store/products/cjc-ipamorelin","Captions MUST be only about CJC (no DAC)/Ipamorelin (V-CII-001) and https://www.palmbeach-vitality.store/products/cjc-ipamorelin.","vial_landscape","eye-level","front","9:16 vertical product-focused framing, eye-level front, hero mid-ground, full scene depth not extreme macro","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A high-clarity research-grade vial half-buried in fine sand until a soft breeze fully reveals it, slowly rotating on its axis with liquid inside catching light. Extreme slow-motion emphasizes every micro-movement of liquid and light. Vibe: Dramatic. Theme: Beach & Ocean. Product lock: CJC (no DAC)/Ipamorelin (V-CII-001). Material: 10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap). Keep a full environmental scene — not an isolated void packshot. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","dramatic","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: CJC (no DAC)/Ipamorelin. Category: vial_10ml. Source motion intent: A high-clarity research-grade vial half-buried in fine sand until a soft breeze fully reveals it, slowly rotating on its axis with liquid inside catching light. Extreme slow-motion emphasizes every micro-movement of liquid and light. Hero style: 10mL sterile crimp-seal vial of CJC (no DAC)/Ipamorelin mid-ground; never black twist/screw cap; not extreme macro. Lighting: dramatic keyed light with controlled haze and strong speculars. Grade: high-contrast cinematic grade, deep shadows, specular highlights. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: arc push around product.","arc push around product; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A high-clarity research-grade vial half-buried in fine sand until a soft breeze fully reveals it","dramatic keyed light with controlled haze and strong speculars","arc push around product","high-contrast cinematic grade, deep shadows, specular highlights","10mL sterile crimp-seal vial of CJC (no DAC)/Ipamorelin mid-ground; never black twist/screw cap; not extreme macro","463","Dramatic","Beach & Ocean","vid_gen_landscape_scenes"
"ENV-199","674","set_environment","natural outdoor environment - no vial or pen props","V-TIR-001","Tirzepatide","https://www.palmbeach-vitality.store/products/tirzepatide","Captions MUST be only about Tirzepatide (V-TIR-001) and https://www.palmbeach-vitality.store/products/tirzepatide.","environment_landscape","low-angle","front","9:16 vertical environmental framing, product mid-ground when present, low-angle front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A wide cinematic landscape of island overlook with turquoise lagoon in late afternoon warmth as leaves and branches breathe with a soft breeze. No people. Environment-led only. Product lock via caption/typography only - no vial or pen props in frame. Vibe: Tropical. Theme: Beach & Ocean. Product lock: Tirzepatide (V-TIR-001). Material: natural outdoor environment. Keep a full environmental scene - not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters.","1","tropical","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: Tirzepatide. Category: set_environment. Source motion intent: A wide cinematic landscape of island overlook with turquoise lagoon in late afternoon warmth as leaves and branches breathe with a soft breeze. Hero style: environment-led landscape with Tirzepatide locked via typography only and no product props. Lighting: late afternoon warm directional light. Grade: cool blue-hour grade with deep atmosphere. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters. Camera move: locked tripod with subject micro-motion.","locked tripod with subject micro-motion; emphasize environmental motion from source brief; no product props; no new text; no people","Active","0","","","","island overlook with turquoise lagoon in late afternoon warmth","late afternoon warm directional light","locked tripod with subject micro-motion","cool blue-hour grade with deep atmosphere","environment-led landscape; Tirzepatide locked via typography only; no vial or pen props","ENV-199","Tropical","Beach & Ocean","vid_gen_landscape_scenes"
"LI-462","675","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-CJC-001","CJC (no DAC)","https://www.palmbeach-vitality.store/products/cjc","Captions MUST be only about CJC (no DAC) (V-CJC-001) and https://www.palmbeach-vitality.store/products/cjc.","vial_landscape","high-angle","front","9:16 vertical product-focused framing, high-angle front, hero mid-ground, full scene depth not extreme macro","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A precision-dosed peptide vial on a mountaintop rock with distant clouds drifting past, as condensation forms and rolls down in slow motion. Subtle particle systems (dust, pollen, mist) interact gracefully with the vial. Vibe: Cool. Theme: Recovery & Healing. Product lock: CJC (no DAC) (V-CJC-001). Material: 10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap). Keep a full environmental scene — not an isolated void packshot. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","cool","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: CJC (no DAC). Category: vial_10ml. Source motion intent: A precision-dosed peptide vial on a mountaintop rock with distant clouds drifting past, as condensation forms and rolls down in slow motion. Subtle particle systems (dust, pollen, mist) interact gracefully with the vial. Hero style: 10mL sterile crimp-seal vial of CJC (no DAC) mid-ground; never black twist/screw cap; not extreme macro. Lighting: cool soft key + clean rim light. Grade: cool teal-silver grade, clean sterile highlights. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: locked tripod with subject micro-motion.","locked tripod with subject micro-motion; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A precision-dosed peptide vial on a mountaintop rock with distant clouds drifting past","cool soft key + clean rim light","locked tripod with subject micro-motion","cool teal-silver grade, clean sterile highlights","10mL sterile crimp-seal vial of CJC (no DAC) mid-ground; never black twist/screw cap; not extreme macro","462","Cool","Recovery & Healing","vid_gen_landscape_scenes"
"ENV-188","676","set_environment","natural outdoor environment - no vial or pen props","V-WOL-001","BPC-157 / TB-500","https://www.palmbeach-vitality.store/products/wolverine-stack","Captions MUST be only about BPC-157 / TB-500 (V-WOL-001) and https://www.palmbeach-vitality.store/products/wolverine-stack.","environment_landscape","slightly elevated","front","9:16 vertical environmental framing, product mid-ground when present, slightly elevated front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A wide cinematic landscape of bamboo grove with vertical green shafts under soft overcast light as mist lifts and reveals deeper layers of the landscape. No people. Environment-led only. Product lock via caption/typography only - no vial or pen props in frame. Vibe: Zen. Theme: Forest. Product lock: BPC-157 / TB-500 (V-WOL-001). Material: natural outdoor environment. Keep a full environmental scene - not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters.","1","zen","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: BPC-157 / TB-500. Category: set_environment. Source motion intent: A wide cinematic landscape of bamboo grove with vertical green shafts under soft overcast light as mist lifts and reveals deeper layers of the landscape. Hero style: environment-led landscape with BPC-157 / TB-500 locked via typography only and no product props. Lighting: soft overcast diffused daylight. Grade: soft natural grade with gentle contrast. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters. Camera move: locked tripod with subject micro-motion.","locked tripod with subject micro-motion; emphasize environmental motion from source brief; no product props; no new text; no people","Active","0","","","","bamboo grove with vertical green shafts under soft overcast light","soft overcast diffused daylight","locked tripod with subject micro-motion","soft natural grade with gentle contrast","environment-led landscape; BPC-157 / TB-500 locked via typography only; no vial or pen props","ENV-188","Zen","Forest","vid_gen_landscape_scenes"
