"scene_id","scene_category","scene_name","lab_environment","camera","lighting","product_hero","product_form_detail","compound_id","compound_name","canonical_url","scene_brief","caption_lock","status","rotation_order","last_used_date"
"LAB-180","vial_10ml_scene","Pharma lab + 10mL vial 180","sterile emulsion / peptide formulation suite with closed vessels — bay 1","wide formulation suite","soft premium pharmaceutical catalog light","10mL sterile crimp-seal injectable vial mid-ground in pharmaceutical cleanroom; never twist/screw cap; not extreme macro","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-CII-001","CJC (no DAC)/Ipamorelin","https://www.palmbeach-vitality.store/products/cjc-ipamorelin","FULL PHARMA LAB + 10mL STERILE VIAL SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: sterile emulsion / peptide formulation suite with closed vessels — bay 1. Camera: wide formulation suite. Lighting: soft premium pharmaceutical catalog light. Show the full pharmaceutical cleanroom; place one 10mL sterile injectable-style glass vial (rubber stopper + aluminum crimp seal only; NEVER black twist/screw cap) mid-ground on a clean bench. Not a close-up. Product lock: CJC (no DAC)/Ipamorelin (V-CII-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about CJC (no DAC)/Ipamorelin (V-CII-001) and its catalog listing.","Active","264",""
"LAB-281","pen_3ml_scene","Pharma lab + 3mL pen 281","aseptic compounding isolator farm for sterile injectables — bay 5","wide isolator farm","cool contained Grade A lighting","LOCKED PBV slightly elongated 3mL research pen (gray body, clear left cap, crimson red ring + ribbed dial, white DNA-helix label) mid-ground in pharmaceutical cleanroom; not extreme macro; not spa/lifestyle backdrop","LOCKED PBV research pen hardware (exact every time; slightly elongated longer 3mL barrel): light gray/off-white matte elongated barrel; clear transparent plastic tip-cap on left; bright crimson red accent ring mid-barrel; white wrap-around label with red stylized DNA double-helix graphic on the left of the label; compound name in large red sans-serif on the label with smaller secondary line like '8mg 3ml pen' or '3ml pen'; bright crimson red textured/ribbed dial on the right end. Color family: standard peptide — RED accents (not GLP blue). Same longer silhouette/proportions as Palm Beach Vitality research pen template — ONLY the label text changes per compound. Never invent a different pen shape, dial, or wrong accent color.","P-GHK-001","GHK-Cu","https://www.palmbeach-vitality.store/products/ghk-cu-pen","FULL PHARMA LAB + LOCKED PBV 3mL RESEARCH PEN SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab, NOT a spa/bathroom/lifestyle marble set. Environment: aseptic compounding isolator farm for sterile injectables — bay 5. Camera: wide isolator farm. Lighting: cool contained Grade A lighting. Show the full pharmaceutical cleanroom; place ONE locked PBV research pen mid-ground on a clean bench. Not a close-up. PEN HARDWARE LOCK (must match exactly): slightly elongated longer light gray/off-white matte 3mL barrel; clear transparent left tip-cap; bright crimson red mid accent ring; white wrap label with red DNA helix graphic; label text 'GHK-Cu' in large red type plus a smaller '3ml pen' secondary line; bright crimson red ribbed dial on right. ACCENT COLOR LOCK: RED for this peptide (NOT blue). Blue is reserved for Semaglutide, Tirzepatide, and Retatrutide only. Same longer hardware as Palm Beach Vitality research pen template — only label name changes. Product lock: GHK-Cu (P-GHK-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about GHK-Cu (P-GHK-001) and its catalog listing.","Active","265",""
"LAB-099","lab_scene","Pharma cleanroom 099","lyophilized-vial inspection booth row with black/white contrast stations — bay 1","wide inspection bay establishing shot","controlled high-contrast pharma inspection lighting","no product close-up; full pharmaceutical cleanroom; compound via typography / optional distant labeled sterile vial","","P-SEM-001","Semaglutide","https://www.palmbeach-vitality.store/products/semaglutide-1-5mg-pen","FULL PHARMA LAB SCENE (wide). Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: lyophilized-vial inspection booth row with black/white contrast stations — bay 1. Camera: wide inspection bay establishing shot. Lighting: controlled high-contrast pharma inspection lighting. Do not crop to a single object. Show the entire pharmaceutical cleanroom. Product lock for captions/typography only: Semaglutide (P-SEM-001). Optional: one distant labeled 10mL sterile crimp-seal vial on a clean bench — never a macro close-up. SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Semaglutide (P-SEM-001) and its catalog listing.","Active","266",""
"LAB-187","vial_10ml_scene","Pharma lab + 10mL vial 187","cold-chain pharmaceutical warehouse anteroom with validated cold rooms — bay 5","wide anteroom and cold-room doors","cool blue cold-chain GMP lighting","10mL sterile crimp-seal injectable vial mid-ground in pharmaceutical cleanroom; never twist/screw cap; not extreme macro","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-TIR-001","Tirzepatide","https://www.palmbeach-vitality.store/products/tirzepatide","FULL PHARMA LAB + 10mL STERILE VIAL SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: cold-chain pharmaceutical warehouse anteroom with validated cold rooms — bay 5. Camera: wide anteroom and cold-room doors. Lighting: cool blue cold-chain GMP lighting. Show the full pharmaceutical cleanroom; place one 10mL sterile injectable-style glass vial (rubber stopper + aluminum crimp seal only; NEVER black twist/screw cap) mid-ground on a clean bench. Not a close-up. Product lock: Tirzepatide (V-TIR-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Tirzepatide (V-TIR-001) and its catalog listing.","Active","267",""
"LAB-176","vial_10ml_scene","Pharma lab + 10mL vial 176","finished-goods cold staging for sterile peptide injectables — bay 6","wide staging area with roller racks","cool dock-to-cold-chain lighting","10mL sterile crimp-seal injectable vial mid-ground in pharmaceutical cleanroom; never twist/screw cap; not extreme macro","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-BPC-001","BPC-157","https://www.palmbeach-vitality.store/products/bpc-157","FULL PHARMA LAB + 10mL STERILE VIAL SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: finished-goods cold staging for sterile peptide injectables — bay 6. Camera: wide staging area with roller racks. Lighting: cool dock-to-cold-chain lighting. Show the full pharmaceutical cleanroom; place one 10mL sterile injectable-style glass vial (rubber stopper + aluminum crimp seal only; NEVER black twist/screw cap) mid-ground on a clean bench. Not a close-up. Product lock: BPC-157 (V-BPC-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about BPC-157 (V-BPC-001) and its catalog listing.","Active","268",""
"LAB-278","pen_3ml_scene","Pharma lab + 3mL pen 278","injectable solution hold-tank suite with sanitary vessels and agitators — bay 13","elevated wide of hold-tank suite","clean stainless specular lighting","LOCKED PBV slightly elongated 3mL research pen (gray body, clear left cap, crimson red ring + ribbed dial, white DNA-helix label) mid-ground in pharmaceutical cleanroom; not extreme macro; not spa/lifestyle backdrop","LOCKED PBV research pen hardware (exact every time; slightly elongated longer 3mL barrel): light gray/off-white matte elongated barrel; clear transparent plastic tip-cap on left; bright crimson red accent ring mid-barrel; white wrap-around label with red stylized DNA double-helix graphic on the left of the label; compound name in large red sans-serif on the label with smaller secondary line like '8mg 3ml pen' or '3ml pen'; bright crimson red textured/ribbed dial on the right end. Color family: standard peptide — RED accents (not GLP blue). Same longer silhouette/proportions as Palm Beach Vitality research pen template — ONLY the label text changes per compound. Never invent a different pen shape, dial, or wrong accent color.","P-WOL-001","BPC-157 / TB-500","https://www.palmbeach-vitality.store/products/wolverine-pen","FULL PHARMA LAB + LOCKED PBV 3mL RESEARCH PEN SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab, NOT a spa/bathroom/lifestyle marble set. Environment: injectable solution hold-tank suite with sanitary vessels and agitators — bay 13. Camera: elevated wide of hold-tank suite. Lighting: clean stainless specular lighting. Show the full pharmaceutical cleanroom; place ONE locked PBV research pen mid-ground on a clean bench. Not a close-up. PEN HARDWARE LOCK (must match exactly): slightly elongated longer light gray/off-white matte 3mL barrel; clear transparent left tip-cap; bright crimson red mid accent ring; white wrap label with red DNA helix graphic; label text 'BPC-157 / TB-500' in large red type plus a smaller '3ml pen' secondary line; bright crimson red ribbed dial on right. ACCENT COLOR LOCK: RED for this peptide (NOT blue). Blue is reserved for Semaglutide, Tirzepatide, and Retatrutide only. Same longer hardware as Palm Beach Vitality research pen template — only label name changes. Product lock: BPC-157 / TB-500 (P-WOL-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about BPC-157 / TB-500 (P-WOL-001) and its catalog listing.","Active","269",""
"LAB-058","lab_scene","Pharma cleanroom 058","lyo loading clean zone with tray carts staged for freeze-dryer load — bay 14","wide loading zone","cool blue-white pharmaceutical light","no product close-up; full pharmaceutical cleanroom; compound via typography / optional distant labeled sterile vial","","V-KLO-001","KPV / BPC-157 / TB-500 / GHK-Cu","https://www.palmbeach-vitality.store/products/klow-kpv-bpc-157-tb-500-ghk","FULL PHARMA LAB SCENE (wide). Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: lyo loading clean zone with tray carts staged for freeze-dryer load — bay 14. Camera: wide loading zone. Lighting: cool blue-white pharmaceutical light. Do not crop to a single object. Show the entire pharmaceutical cleanroom. Product lock for captions/typography only: KPV / BPC-157 / TB-500 / GHK-Cu (V-KLO-001). Optional: one distant labeled 10mL sterile crimp-seal vial on a clean bench — never a macro close-up. SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about KPV / BPC-157 / TB-500 / GHK-Cu (V-KLO-001) and its catalog listing.","Active","270",""
"LAB-168","vial_10ml_scene","Pharma lab + 10mL vial 168","Grade B gowning airlock into Grade A/B processing with interlocking doors — bay 16","wide shot through airlock into processing suite","high-key sterile cleanroom lighting","10mL sterile crimp-seal injectable vial mid-ground in pharmaceutical cleanroom; never twist/screw cap; not extreme macro","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-MOT-001","MOTS-C","https://www.palmbeach-vitality.store/products/mots-c-10mg-5ml-vial","FULL PHARMA LAB + 10mL STERILE VIAL SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: Grade B gowning airlock into Grade A/B processing with interlocking doors — bay 16. Camera: wide shot through airlock into processing suite. Lighting: high-key sterile cleanroom lighting. Show the full pharmaceutical cleanroom; place one 10mL sterile injectable-style glass vial (rubber stopper + aluminum crimp seal only; NEVER black twist/screw cap) mid-ground on a clean bench. Not a close-up. Product lock: MOTS-C (V-MOT-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about MOTS-C (V-MOT-001) and its catalog listing.","Active","271",""
"LAB-269","pen_3ml_scene","Pharma lab + 3mL pen 269","formulation compounding suite with jacketed stainless compounding vessels — bay 3","elevated wide of compounding suite","warm-neutral pharmaceutical softboxes","LOCKED PBV slightly elongated 3mL research pen (gray body, clear left cap, crimson red ring + ribbed dial, white DNA-helix label) mid-ground in pharmaceutical cleanroom; not extreme macro; not spa/lifestyle backdrop","LOCKED PBV research pen hardware (exact every time; slightly elongated longer 3mL barrel): light gray/off-white matte elongated barrel; clear transparent plastic tip-cap on left; bright crimson red accent ring mid-barrel; white wrap-around label with red stylized DNA double-helix graphic on the left of the label; compound name in large red sans-serif on the label with smaller secondary line like '8mg 3ml pen' or '3ml pen'; bright crimson red textured/ribbed dial on the right end. Color family: standard peptide — RED accents (not GLP blue). Same longer silhouette/proportions as Palm Beach Vitality research pen template — ONLY the label text changes per compound. Never invent a different pen shape, dial, or wrong accent color.","P-NAD-001","NAD+","https://www.palmbeach-vitality.store/products/nad-pen-500mg","FULL PHARMA LAB + LOCKED PBV 3mL RESEARCH PEN SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab, NOT a spa/bathroom/lifestyle marble set. Environment: formulation compounding suite with jacketed stainless compounding vessels — bay 3. Camera: elevated wide of compounding suite. Lighting: warm-neutral pharmaceutical softboxes. Show the full pharmaceutical cleanroom; place ONE locked PBV research pen mid-ground on a clean bench. Not a close-up. PEN HARDWARE LOCK (must match exactly): slightly elongated longer light gray/off-white matte 3mL barrel; clear transparent left tip-cap; bright crimson red mid accent ring; white wrap label with red DNA helix graphic; label text 'NAD+' in large red type plus a smaller '3ml pen' secondary line; bright crimson red ribbed dial on right. ACCENT COLOR LOCK: RED for this peptide (NOT blue). Blue is reserved for Semaglutide, Tirzepatide, and Retatrutide only. Same longer hardware as Palm Beach Vitality research pen template — only label name changes. Product lock: NAD+ (P-NAD-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about NAD+ (P-NAD-001) and its catalog listing.","Active","272",""
"LAB-061","lab_scene","Pharma cleanroom 061","pharmaceutical cleanroom with flush LED ceiling and conductive flooring — bay 6","architectural wide of cleanroom volume","even high-key HEPA-bay lighting","no product close-up; full pharmaceutical cleanroom; compound via typography / optional distant labeled sterile vial","","V-PT1-001","PT-141","https://www.palmbeach-vitality.store/products/pt-141","FULL PHARMA LAB SCENE (wide). Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: pharmaceutical cleanroom with flush LED ceiling and conductive flooring — bay 6. Camera: architectural wide of cleanroom volume. Lighting: even high-key HEPA-bay lighting. Do not crop to a single object. Show the entire pharmaceutical cleanroom. Product lock for captions/typography only: PT-141 (V-PT1-001). Optional: one distant labeled 10mL sterile crimp-seal vial on a clean bench — never a macro close-up. SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about PT-141 (V-PT1-001) and its catalog listing.","Active","273",""
"LAB-171","vial_10ml_scene","Pharma lab + 10mL vial 171","HPLC / UPLC analytical QC lab for release testing of injectables — bay 8","wide instrument alley establishing shot","cool instrument-panel glow with soft overhead","10mL sterile crimp-seal injectable vial mid-ground in pharmaceutical cleanroom; never twist/screw cap; not extreme macro","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-SEL-001","Selank","https://www.palmbeach-vitality.store/products/selank","FULL PHARMA LAB + 10mL STERILE VIAL SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: HPLC / UPLC analytical QC lab for release testing of injectables — bay 8. Camera: wide instrument alley establishing shot. Lighting: cool instrument-panel glow with soft overhead. Show the full pharmaceutical cleanroom; place one 10mL sterile injectable-style glass vial (rubber stopper + aluminum crimp seal only; NEVER black twist/screw cap) mid-ground on a clean bench. Not a close-up. Product lock: Selank (V-SEL-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Selank (V-SEL-001) and its catalog listing.","Active","274",""
"LAB-273","pen_3ml_scene","Pharma lab + 3mL pen 273","media-fill / aseptic process simulation suite with isolator ports — bay 15","wide media-fill suite","high-key Grade A aesthetic lighting","LOCKED PBV slightly elongated 3mL research pen (gray body, clear left cap, crimson red ring + ribbed dial, white DNA-helix label) mid-ground in pharmaceutical cleanroom; not extreme macro; not spa/lifestyle backdrop","LOCKED PBV research pen hardware (exact every time; slightly elongated longer 3mL barrel): light gray/off-white matte elongated barrel; clear transparent plastic tip-cap on left; bright crimson red accent ring mid-barrel; white wrap-around label with red stylized DNA double-helix graphic on the left of the label; compound name in large red sans-serif on the label with smaller secondary line like '8mg 3ml pen' or '3ml pen'; bright crimson red textured/ribbed dial on the right end. Color family: standard peptide — RED accents (not GLP blue). Same longer silhouette/proportions as Palm Beach Vitality research pen template — ONLY the label text changes per compound. Never invent a different pen shape, dial, or wrong accent color.","P-SER-001","Sermorelin","https://www.palmbeach-vitality.store/products/sermorelin-pen","FULL PHARMA LAB + LOCKED PBV 3mL RESEARCH PEN SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab, NOT a spa/bathroom/lifestyle marble set. Environment: media-fill / aseptic process simulation suite with isolator ports — bay 15. Camera: wide media-fill suite. Lighting: high-key Grade A aesthetic lighting. Show the full pharmaceutical cleanroom; place ONE locked PBV research pen mid-ground on a clean bench. Not a close-up. PEN HARDWARE LOCK (must match exactly): slightly elongated longer light gray/off-white matte 3mL barrel; clear transparent left tip-cap; bright crimson red mid accent ring; white wrap label with red DNA helix graphic; label text 'Sermorelin' in large red type plus a smaller '3ml pen' secondary line; bright crimson red ribbed dial on right. ACCENT COLOR LOCK: RED for this peptide (NOT blue). Blue is reserved for Semaglutide, Tirzepatide, and Retatrutide only. Same longer hardware as Palm Beach Vitality research pen template — only label name changes. Product lock: Sermorelin (P-SER-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Sermorelin (P-SER-001) and its catalog listing.","Active","275",""
"LAB-066","lab_scene","Pharma cleanroom 066","formulation compounding suite with jacketed stainless compounding vessels — bay 4","elevated wide of compounding suite","warm-neutral pharmaceutical softboxes","no product close-up; full pharmaceutical cleanroom; compound via typography / optional distant labeled sterile vial","","V-TES-001","Tesamorelin","https://www.palmbeach-vitality.store/products/tesamorelin","FULL PHARMA LAB SCENE (wide). Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: formulation compounding suite with jacketed stainless compounding vessels — bay 4. Camera: elevated wide of compounding suite. Lighting: warm-neutral pharmaceutical softboxes. Do not crop to a single object. Show the entire pharmaceutical cleanroom. Product lock for captions/typography only: Tesamorelin (V-TES-001). Optional: one distant labeled 10mL sterile crimp-seal vial on a clean bench — never a macro close-up. SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Tesamorelin (V-TES-001) and its catalog listing.","Active","276",""
"LAB-195","vial_10ml_scene","Pharma lab + 10mL vial 195","raw-material pharmaceutical quarantine cage with barcode racking — bay 4","architectural wide of quarantine cage","neutral warehouse-GMP hybrid lighting","10mL sterile crimp-seal injectable vial mid-ground in pharmaceutical cleanroom; never twist/screw cap; not extreme macro","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-SS3-001","SS-31","https://www.palmbeach-vitality.store/products/ss-31","FULL PHARMA LAB + 10mL STERILE VIAL SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: raw-material pharmaceutical quarantine cage with barcode racking — bay 4. Camera: architectural wide of quarantine cage. Lighting: neutral warehouse-GMP hybrid lighting. Show the full pharmaceutical cleanroom; place one 10mL sterile injectable-style glass vial (rubber stopper + aluminum crimp seal only; NEVER black twist/screw cap) mid-ground on a clean bench. Not a close-up. Product lock: SS-31 (V-SS3-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about SS-31 (V-SS3-001) and its catalog listing.","Active","277",""
"LAB-296","pen_3ml_scene","Pharma lab + 3mL pen 296","aseptic connection / sterile tubing weld bay — bay 7","wide bay establishing shot","cool cleanroom rim with soft fill","LOCKED PBV slightly elongated 3mL research pen (gray body, clear left cap, crimson red ring + ribbed dial, white DNA-helix label) mid-ground in pharmaceutical cleanroom; not extreme macro; not spa/lifestyle backdrop","LOCKED PBV research pen hardware (exact every time; slightly elongated longer 3mL barrel): light gray/off-white matte elongated barrel; clear transparent plastic tip-cap on left; bright crimson red accent ring mid-barrel; white wrap-around label with red stylized DNA double-helix graphic on the left of the label; compound name in large red sans-serif on the label with smaller secondary line like '8mg 3ml pen' or '3ml pen'; bright crimson red textured/ribbed dial on the right end. Color family: standard peptide — RED accents (not GLP blue). Same longer silhouette/proportions as Palm Beach Vitality research pen template — ONLY the label text changes per compound. Never invent a different pen shape, dial, or wrong accent color.","P-TA1-001","Thymosin Alpha-1","https://www.palmbeach-vitality.store/products/ta-2","FULL PHARMA LAB + LOCKED PBV 3mL RESEARCH PEN SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab, NOT a spa/bathroom/lifestyle marble set. Environment: aseptic connection / sterile tubing weld bay — bay 7. Camera: wide bay establishing shot. Lighting: cool cleanroom rim with soft fill. Show the full pharmaceutical cleanroom; place ONE locked PBV research pen mid-ground on a clean bench. Not a close-up. PEN HARDWARE LOCK (must match exactly): slightly elongated longer light gray/off-white matte 3mL barrel; clear transparent left tip-cap; bright crimson red mid accent ring; white wrap label with red DNA helix graphic; label text 'Thymosin Alpha-1' in large red type plus a smaller '3ml pen' secondary line; bright crimson red ribbed dial on right. ACCENT COLOR LOCK: RED for this peptide (NOT blue). Blue is reserved for Semaglutide, Tirzepatide, and Retatrutide only. Same longer hardware as Palm Beach Vitality research pen template — only label name changes. Product lock: Thymosin Alpha-1 (P-TA1-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Thymosin Alpha-1 (P-TA1-001) and its catalog listing.","Active","278",""
"LAB-198","vial_10ml_scene","Pharma lab + 10mL vial 198","sterile stopper processor room with validated washers and sterilizers — bay 10","wide processor room","cool steel GMP wash","10mL sterile crimp-seal injectable vial mid-ground in pharmaceutical cleanroom; never twist/screw cap; not extreme macro","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-BPC-001","BPC-157","https://www.palmbeach-vitality.store/products/bpc-157","FULL PHARMA LAB + 10mL STERILE VIAL SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: sterile stopper processor room with validated washers and sterilizers — bay 10. Camera: wide processor room. Lighting: cool steel GMP wash. Show the full pharmaceutical cleanroom; place one 10mL sterile injectable-style glass vial (rubber stopper + aluminum crimp seal only; NEVER black twist/screw cap) mid-ground on a clean bench. Not a close-up. Product lock: BPC-157 (V-BPC-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about BPC-157 (V-BPC-001) and its catalog listing.","Active","279",""
